# Catalog generated from GLEE config file 'glee_models/glee_paper/v01_SB/GLEEconfig_MERGED_best'
# Number of entries: 169
# RA_IMG[deg] DEC_IMG[deg] RA_SRC[deg] DEC_SRC[deg] REDSHIFT REDSHIFT_PRIOR TYPE PROFILE LABEL
171.81810294394876 42.48259918299935 nan nan 0.348000 N/A lens dpie N/A
171.82331789531503 42.483322590481514 nan nan 0.348000 N/A lens dpie N/A
171.7633944000666 42.482891291090816 nan nan 0.348000 N/A lens dpie N/A
171.8138118601397 42.483751333755286 nan nan 0.348000 N/A lens dpie N/A
171.83353516461688 42.48563148088529 nan nan 0.348000 N/A lens dpie N/A
171.801289782901 42.48566498498542 nan nan 0.348000 N/A lens dpie N/A
171.8302847799922 42.48467052764136 nan nan 0.348000 N/A lens dpie N/A
171.83236522942335 42.48537914021506 nan nan 0.348000 N/A lens dpie N/A
171.7605564072715 42.48665905413995 nan nan 0.348000 N/A lens dpie N/A
171.8254347690961 42.486764117016264 nan nan 0.348000 N/A lens dpie N/A
171.81209133917835 42.48647171001529 nan nan 0.348000 N/A lens dpie N/A
171.80752736485064 42.48645288371823 nan nan 0.348000 N/A lens dpie N/A
171.7741196717451 42.486032765334656 nan nan 0.348000 N/A lens dpie N/A
171.82571895972097 42.48585262370982 nan nan 0.348000 N/A lens dpie N/A
171.83252903211965 42.48717157650913 nan nan 0.348000 N/A lens dpie N/A
171.79953767462612 42.49059717703366 nan nan 0.348000 N/A lens dpie N/A
171.81917745905628 42.493214094134004 nan nan 0.348000 N/A lens dpie N/A
171.83390399349273 42.49333863291536 nan nan 0.348000 N/A lens dpie N/A
171.83255257431705 42.495333766487256 nan nan 0.348000 N/A lens dpie N/A
171.81999145252576 42.49668606867678 nan nan 0.348000 N/A lens dpie N/A
171.83074771996095 42.49746835435234 nan nan 0.348000 N/A lens dpie N/A
171.80519100411465 42.497171259942846 nan nan 0.348000 N/A lens dpie N/A
171.82596478354003 42.497802841122684 nan nan 0.348000 N/A lens dpie N/A
171.83294753699556 42.505101609975156 nan nan 0.348000 N/A lens dpie N/A
171.8159860397456 42.47566372149843 nan nan 0.348000 N/A lens dpie N/A
171.81507133079205 42.47512904208133 nan nan 0.348000 N/A lens dpie N/A
171.7937539050665 42.47652952277269 nan nan 0.348000 N/A lens dpie N/A
171.78565503502122 42.48151385768097 nan nan 0.348000 N/A lens dpie N/A
171.78555957354345 42.480250955883434 nan nan 0.348000 N/A lens dpie N/A
171.78255460580775 42.48175645841291 nan nan 0.348000 N/A lens dpie N/A
171.78629928363156 42.48129046782421 nan nan 0.348000 N/A lens dpie N/A
171.78634346619842 42.46917666843295 nan nan 0.348000 N/A lens dpie N/A
171.82370007064236 42.47990447190828 nan nan 0.348000 N/A lens dpie N/A
171.78134026625412 42.49683299576876 nan nan 0.348000 N/A lens dpie N/A
171.77790388054672 42.4639931530268 nan nan 0.348000 N/A lens dpie N/A
